gene,hits
SERP1,1
SIAH2,14
ARHGEF26-AS1,0
DHX36,0
PLCH1,0
C3orf33,0
SLC33A1,0
RP11-305K5.1,0
SSR3,0
PA2G4P4,0
CCNL1,0
VEPH1,0
LXN,4
IFT80,0
TRIM59,5
KPNA4,1
RP11-16N11.2,0
B3GALNT1,0
SPTSSB,1
RPL23AP42,0
SI,457
SLITRK3,1
BCHE,9
LINC01326,0
ZBBX,0
PDCD10,3
GOLIM4,0
MECOM,6
RP11-641D5.1,0
TERC,30
ACTRT3,0
LRRC31,0
PHC3,0
RPL22L1,2
EIF5A2,3
TNIK,1
TNFSF10,219
NCEH1,2
UBE2V1P2,0
TBL1XR1,4
RP11-33A14.1,0
ZMAT3,0
GNB4,0
MRPL47,0
DNAJC19,0
DCUN1D1,1
MCCC1,0
MAP6D1,1
PARL,3
ABCC5,5
RP11-778D9.13,0
RP11-778D9.12,0
ALG3,0
CAMK2N2,0
CLCN2,2
MAGEF1,0
EHHADH,0
RPL4P4,0
TMEM41A,0
LIPH,0
TRA2B,2
ETV5,34
CRYGS,0
TBCCD1,0
RFC4,4
BCL6,8
LPP-AS2,0
TPRG1-AS1,0
P3H2,0
FGF12,3
MB21D2,0
RP11-135A1.2,0
ATP13A3,0
TMEM44,0
RP11-534C12.1,0
LSG1,0
XXYLT1,0
ACAP2,0
ACAP2-IT1,0
PPP1R2,0
APOD,16
TNK2,16
RP11-480A16.1,0
SDHAP1,0
TFRC,8
PCYT1A,0
TCTEX1D2,0
UBXN7,0
RNF168,1
WDR53,0
LINC01063,0
CEP19,0
NCBP2,1
PIGZ,0
DLG1,2
BDH1,1
AC024560.3,0
KIAA0226,0
AC144530.1,0
IQCG,0
ZNF595,0
ZNF718,0
ZNF876P,0
ZNF141,0
PIGG,0
MYL5,1
PCGF3,0
TMEM175,0
IDUA,0
FGFRL1,2
RP11-460I19.2,0
RP11-20I20.4,0
CTBP1-AS,5
CTBP1-AS2,0
MAEA,0
UVSSA,0
CRIPAK,0
RP13-1016M1.2,0
RP11-572O17.1,0
TACC3,3
FGFR3,46
WHSC1,9
C4orf48,0
NAT8L,0
RNF4,0
FAM193A,0
SH3BP2,0
ADD1,0
NOP14-AS1,0
GRK4,0
HTT,10
RP11-357G3.2,0
RGS12,1
DOK7,0
ADRA2C,0
ZBTB49,0
D4S234E,0
STX18-AS1,0
MSX1,4
EVC,0
RP11-586D19.1,0
RP11-1406H17.1,0
WFS1,0
MAN2B2,0
MRFAP1,2
AC093323.3,0
S100P,28
BLOC1S4,0
KIAA0232,0
TBC1D14,0
TADA2B,0
SH3TC1,0
TRMT44,0
RP11-448G15.1,0
RNPS1P1,0
CPEB2,0
CC2D2A,0
FAM200B,0
TAPT1-AS1,0
LAP3,1
MED28,3
NCAPG,3
PACRGL,0
RP11-10G12.1,0
SOD3,12
SEPSECS-AS1,0
PI4K2B,0
ZCCHC4,0
ANAPC4,0
SMIM20,0
RBPJ,6
TBC1D19,0
STIM2,5
C4orf19,0
PGM2,0
RP11-177C12.1,0
TBC1D1,0
KLF3,0
FAM114A1,0
KLHL5,0
WDR19,1
LIAS,0
UGDH-AS1,0
UBE2K,0
N4BP2,0
UCHL1,14
LIMCH1,0
TMEM33,0
SLC30A9,1
SHISA3,0
GUF1,0
RP11-100N21.1,0
NIPAL1,0
SLAIN2,0
OCIAD1,0
CWH43,0
RP11-241F15.10,0
DCUN1D4,0
SPATA18,0
USP46-AS1,0
DANCR,4
RASL11B,0
FIP1L1,2
SRD5A3,6
TMEM165,0
EXOC1,0
CEP135,0
KIAA1211,0
RPL7AP31,0
RP11-646I6.5,0
PAICS,5
SRP72,1
REST,449
POLR2B,0
RP11-408P14.1,0
RP11-25H12.1,0
UBA6-AS1,0
MT2P1,0
TMPRSS11E,1
UGT2B10,3
UGT2B28,7
UGT2B24P,0
ODAM,2
AMTN,0
UTP3,0
RUFY3,0
MOB1B,0
DCK,3
SLC4A4,0
RP11-692D12.1,0
ALB,25
MTHFD2L,0
PARM1,3
THAP6,0
USO1,0
FAM47E,0
FAM47E-STBD1,0
SHROOM3,0
AC107072.2,0
Sep-11,0
CCNG2,5
MRPL1,0
FRAS1,0
ANXA3,12
BMP2K,1
ENOPH1,0
THAP9,0
COPS4,1
MRPS18C,0
CDS1,2
PTPN13,4
AFF1,0
GAPDHP60,0
NUDT9,0
HSP90AB3P,0
PKD2,8
RP11-10L7.1,0
HERC6,0
HERC5,0
HERC3,0
FAM13A-AS1,0
TIGD2,0
RP11-115D19.1,0
CCSER1,0
SMARCAD1,0
PDLIM5,6
BMPR1B,8
RPL5P12,0
RAP1GDS1,2
METAP1,0
FLJ20021,0
BANK1,0
NFKB1,20
RP11-10L12.4,0
CISD2,1
TET2,21
EEF1A1P9,0
ARHGEF38,0
ARHGEF38-IT1,0
GSTCD,0
NPNT,0
AIMP1,0
SGMS2,0
CYP2U1,0
HADH,0
RPL34,0
OSTC,0
SEC24B,0
CCDC109B,0
HIGD1AP14,0
GAR1,0
RRH,10
EGF,716
C4orf32,0
AP1AR,0
ALPK1,1
RP11-402J6.3,0
LARP7,0
ANK2,0
UGT8,1
SNHG8,0
RP11-384K6.6,0
RP11-384K6.2,0
SEPT14P4,0
METTL14,0
USP53,0
KLHL2P1,0
RP11-33B1.1,0
EXOSC9,0
KIAA1109,1
BBS12,0
SPATA5,0
SPRY1,10
INTU,0
HSPA4L,0
PLK4,1
C4orf29,0
LARP1B,0
RP11-420A23.1,0
JADE1,0
C4orf33,0
CCRN4L,0
NAA15,0
RAB33B,0
RP11-342I1.2,0
MGST2,0
SCOC,0
ELMOD2,0
RP11-102N12.3,0
ZNF330,0
USP38,0
GAB1,6
SMARCA5,7
ABCE1,2
RTN3P1,0
SMAD1,27
MMAA,0
LSM6,0
TMEM184C,0
ARHGAP10,0
DCLK2,0
RPS3A,0
FAM160A1,0
RP11-164P12.4,0
RP11-164P12.5,0
DKFZP434I0714,0
ARFIP1,0
RP11-206F17.2,0
FHDC1,1
TRIM2,0
MND1,0
KIAA0922,0
GUCY1A3,2
RP11-588K22.2,0
GUCY1B3,0
GRIA2,0
RP11-597D13.9,0
TMEM144,0
RP11-597D13.7,0
ETFDH,0
FNIP2,0
RAPGEF2,1
TMA16,0
RP11-218F10.3,0
LINC01207,0
APELA,1
NACA3P,0
FAM218A,0
KLHL2,0
MSMO1,0
CPE,28
TLL1,0
PALLD,1
CLCN3,0
GALNTL6,0
GALNT7,3
SAP30,0
CEP44,0
SPCS3,0
NEIL3,3
WWC2,1
CDKN2AIP,0
ING2,2
TRAPPC11,0
RP11-326I11.3,0
PRIMPOL,0
SLC25A4,2
SNX25,0
RP11-714G18.1,0
ANKRD37,0
C4orf47,0
TLR3,25
FAM149A,0
RP11-173M11.2,0
CYP4V2,0
RP11-756P10.3,0
FRG1,1
RP11-478C6.4,0
RP11-2H3.6,0
ZNF721,0
ATP5I,0
MFSD7,0
RP11-440L14.4,0
RP11-440L14.1,0
AC139887.4,0
CPLX1,0
GAK,5
DGKQ,0
SLC26A1,0
TMED11P,0
SPON2,11
CTBP1,12
FAM53A,0
SLBP,1
TMEM129,0
LETM1,0
NELFA,0
HAUS3,0
MXD4,0
TNIP2,0
MFSD10,0
NOP14,0
RP11-529E10.6,0
LRPAP1,0
FAM86EP,0
TMEM128,0
LYAR,1
STX18,1
CRMP1,2
JAKMIP1,0
PPP2R2C,2
RP11-539L10.3,0
RP11-539L10.2,0
MRFAP1L1,0
CCDC96,0
GRPEL1,0
AFAP1,3
RP11-774O3.3,0
ACOX3,2
HMX1,0
WDR1,0
ZNF518B,0
HS3ST1,2
RP11-352E6.2,0
RAB28,0
BOD1L1,0
FBXL5,0
TAPT1,0
RPS21P4,0
QDPR,0
DCAF16,0
LCORL,0
ADGRA3,1
CDC42P6,0
DHX15,2
CCDC149,0
LGI2,0
SEPSECS,0
SEL1L3,0
RP11-293A21.1,0
ARAP2,1
RELL1,0
RFC1,2
RPL9,0
UGDH,5
SMIM14,0
PDS5A,0
RP11-333E13.2,0
RBM47,1
APBB2,1
BEND4,0
ATP8A1,0
GNPDA2,0
RAC1P2,0
COX7B2,0
COMMD8,0
RP11-121C2.2,0
NFXL1,0
CNGA1,0
TEC,21
FRYL,0
OCIAD2,0
RP11-241F15.1,0
SGCB,0
USP46,1
ERVMER34-1,0
SCFD2,0
LNX1,0
CHIC2,0
CLOCK,44
NMU,27
AASDH,0
PPAT,14
HOPX,0
NOA1,0
RP11-725D20.1,0
CENPC,0
UBA6,0
YTHDC1,1
UGT2B17,51
UGT2B15,50
UGT2B11,3
UGT2B4,2
GRSF1,0
ADAMTS3,2
COX18,0
ANKRD17,0
RASSF6,0
RCHY1,4
G3BP2,4
NAAA,4
SDAD1,0
NUP54,0
SCARB2,0
SOWAHB,0
TXNP6,0
CCNI,1
CNOT6L,0
SERBP1P5,0
PAQR3,2
ANTXR2,0
PRKG2,0
HNRNPD,0
HNRNPDL,0
TMEM150C,0
SCD5,0
SEC31A,0
THAP9-AS1,0
LIN54,0
COQ2,0
HELQ,0
FAM175A,0
WDFY3,0
MAPK10,1
C4orf36,0
TECRP1,0
KLHL8,1
HSD17B11,2
ABCG2,78
PPM1K,0
PYURF,0
NAP1L5,0
FAM13A,0
SNCA,5
TMSB4XP8,0
BMPR1B-AS1,0
TSPAN5,0
EIF4E,55
ADH5,0
ADH1C,0
TRMT10A,0
LAMTOR3,0
DNAJB14,0
H2AFZ,2
DDIT4L,0
PPP3CA,2
SLC39A8,0
RP11-499E18.1,0
MANBA,0
UBE2D3,0
SLC9B2,0
BDH2,0
CENPE,2
PPA2,2
AC004066.3,0
INTS12,0
TBCK,0
PAPSS1,0
LEF1,20
CASP6,17
PLA2G12A,0
ELOVL6,1
TIFA,0
ZGRF1,1
RPL7AP30,0
AC004057.1,0
CAMK2D,2
TRAM1L1,0
RP11-586D5.3,0
SEC24D,0
C4orf3,0
GTF2IP12,0
MAD2L1,8
ANXA5,2
CCNA2,24
BBS7,1
CETN4P,0
NUDT6,0
ANKRD50,0
MFSD8,0
PGRMC2,0
SCLT1,0
SLC7A11,2
ELF2,1
PPP1R14BP3,0
NDUFC1,0
RP11-83A24.2,0
SETD7,6
H3F3AP6,0
MAML3,0
CLGN,1
TBC1D9,0
RNF150,0
INPP4B,18
RP11-364L4.1,0
ANAPC10,0
OTUD4,0
ZNF827,0
SLC10A7,0
PRMT9,0
NR3C2,3
LRBA,0
SH3D19,0
RP11-731D1.4,0
RP11-610P16.1,0
GATB,0
FBXW7,11
TMEM154,0
TIGD4,0
PLRG1,0
MAP9,0
CTSO,0
FAM198B,0
C4orf46,0
PPID,3
NAF1,2
TMEM192,1
SPOCK3,1
DDX60,1
DDX60L,0
CBR4,0
SH3RF1,1
NEK1,3
C4orf27,0
PTGES3P3,0
MFAP3L,0
AADAT,0
HMGB2,5
RP11-798M19.6,0
FBXO8,0
HPGD,7
AGA,71
DCTD,4
RP11-367N14.2,0
RWDD4,1
IRF2,2
CASP3,1421
CENPU,2
ACSL1,1
CFAP97,0
UFSP2,0
CCDC110,0
SORBS2,0
FAT1,3
RP11-462G22.2,0
CTD-2231H16.1,0
SDHA,6
PDCD6,0
EXOC3,0
CTD-2228K2.7,0
CEP72,0
CTD-2589H19.6,0
TRIP13,4
NKD2,1
SLC6A19,0
NDUFS6,0
CTD-2194D22.3,0
C5orf38,0
ICE1,0
LINC01018,0
SRD5A1,51
PAPD7,0
ADCY2,1
MTRR,8
MIR4458HG,0
CCT5,0
Mar-06,0
LINC01194,0
TRIO,11
FAM105A,0
OTULIN,0
BASP1,2
GUSBP1,0
HSPD1P1,0
CTD-2015B23.2,0
LINC01021,0
C5orf22,0
CTD-2206G10.2,0
CTD-2186M15.3,0
SUB1,2
NPR3,0
RP11-36C20.1,0
TARS,4
RAI14,2
TTC23L,0
BRIX1,0
DNAJC21,0
SKP2,87
NIPBL,1
WDR70,0
LIFR-AS1,0
OSMR,2
PTGER4,6
C5orf51,0
FBXO4,2
GHR,23
CTD-2035E11.3,0
AC025171.1,0
ZNF131,0
NNT,34
MRPS30,0
RP11-53O19.3,0
PARP8,0
ITGA1,1
PELO,0
ITGA2,7
CTD-2366F13.1,0
FST,6
NDUFS4,0
SNX18,0
GPX8,1
SKIV2L2,0
CTD-2031P19.4,0
FLJ31104,0
MAP3K1,12
SETD9,0
GPBP1,0
PART1,7
NDUFAF2,1
ZSWIM6,0
KIF2A,4
IPO11,2
CWC27,0
PPWD1,0
TRAPPC13,0
NLN,2
ERBB2IP,1
SREK1,0
MAST4,1
PIK3R1,14
SLC30A5,2
CCNB1,189
CENPH,0
MRPS36,0
CDK7,12
RAD17,3
MARVELD2,0
OCLN,4
GTF2H2C,0
RP11-98J23.2,0
SMN2,0
GTF2H2B,0
RP11-497H16.9,0
SMN1,0
BDP1,1
MCCC2,2
CARTPT,0
MAP1B,3
PTCD2,0
TNPO1,1
FCHO2,0
BTF3,2
RP11-79P5.10,0
UTP15,0
HEXB,0
NSA2,0
CTD-2377O17.1,0
HMGCR,14
POLK,5
IQGAP2,4
F2R,2
F2RL1,2
S100Z,0
AGGF1,0
ZBED3-AS1,0
PDE8B,1
RPL7P23,0
ACTBP2,0
SCAMP1,0
JMY,0
PAPD4,0
RP11-168A11.4,0
ZFYVE16,0
FAM151B,0
MSH3,7
ZCCHC9,0
ATG10,0
ATP6AP1L,0
XRCC4,8
COX7C,0
RASA1,2
TMEM161B-AS1,0
CTD-2373J6.2,0
POLR3G,1
ADGRV1,0
ARRDC3-AS1,0
ANKRD32,0
ARSK,0
RHOBTB3,0
HSPD1P11,0
CAST,82
ERAP2,0
LNPEP,0
RP11-274E7.2,0
RGMB,3
CTD-2007H13.3,0
FAM174A,0
PAM,42
PPIP5K2,0
C5orf30,2
RP11-138J23.1,0
RP11-120B7.1,0
FER,12
MAN2A1,3
SLC25A46,0
WDR36,0
EPB41L4A-AS1,0
APC,389
SRP19,0
ZRSR1,0
CTC-487M23.5,0
DCP2,0
YTHDC2,0
KCNN2,2
AP3S1,0
COMMD10,0
LINC00992,0
PTMAP2,0
DMXL1,0
TNFAIP8,7
HSD17B4,12
PRR16,0
SRFBP1,0
SNX2,1
SNX24,0
CSNK1G3,0
GRAMD3,0
RP11-517I3.2,0
PHAX,0
LMNB1,1
PRRC1,0
SLC12A2,1
ISOC1,0
LYRM7,0
CDC42SE2,0
PDLIM4,9
SLC22A4,0
SLC22A5,0
RAD50,19
UQCRQ,0
LEAP2,0
HSPA4,0
CTB-113I20.2,0
CTD-2410N18.3,0
UBE2B,0
JADE2,0
SEC24A,0
CAMLG,0
DDX46,0
C5orf24,0
TXNDC15,0
PCBD2,0
AC006077.3,0
C5orf66,0
CTC-203F4.2,0
SMAD5,10
TRPC7-AS1,0
KIF20A,2
FAM53C,0
KDM3B,3
REEP2,0
EGR1,87
CTNNA1,29
MATR3,1
PAIP2,0
UBE2D2,0
CXXC5,4
PURA,8
IGIP,0
CTB-131B5.5,0
CYSTM1,0
ANKHD1,2
EIF4EBP3,1
SLC35A4,0
TMCO6,0
IK,13
WDR55,0
HARS2,0
ZMAT2,0
PCDHA12,0
PCDHB2,0
PCDHB3,0
PCDHB5,0
PCDHB8,0
PCDHB16,0
PCDHB10,0
PCDHB11,0
PCDHB13,0
PCDHB14,0
PCDHB15,0
PCDHGB1,0
PCDHGB2,0
PCDHGA5,0
PCDHGB4,0
PCDHGB5,0
PCDHGA10,0
PCDHGC3,0
RELL2,0
KIAA0141,0
RNF14,12
NDFIP1,0
AC005592.2,0
ARHGAP26,1
RBM27,0
TCERG1,0
SPINK5,1
FBXO38,0
ADRB2,29
RP11-44B19.1,0
ABLIM3,0
GRPEL2,0
PCYOX1L,1
ARHGEF37,0
PPARGC1B,2
SLC26A2,0
HMGXB3,0
RPL7P1,0
TCOF1,0
NDST1,2
SMIM3,0
GPX3,24
GM2A,0
SLC36A1,2
CTC-251D13.1,0
G3BP1,5
MFAP3,0
GALNT10,1
SAP30L,2
LARP1,3
CNOT8,0
MRPL22,0
CYFIP2,1
THG1L,0
LSM11,0
UBLCP1,0
AC008697.1,0
TTC1,0
FABP6,2
RP11-34P1.2,0
PTTG1,20
CCNG1,6
HMMR,6
MAT2B,2
CTB-63M22.1,0
WWC1,3
RARS,21
FBLL1,0
CTC-575D19.1,0
SPDL1,0
DOCK2,4
RANBP17,0
NPM1,9
NEURL1B,0
ERGIC1,1
RPL26L1,0
CTC-308K20.3,0
ATP6V0E1,0
CREBRF,0
BNIP1,0
CTB-33O18.1,0
CPEB4,0
HMP19,0
GAPDHP71,0
MSX2,2
SFXN1,0
CPLX2,0
SIMC1,0
HIGD2A,0
FAF2,0
TSPAN17,0
UNC5A,0
ZNF346,0
FGFR4,26
NSD1,6
PRELID1,0
RGS14,0
GRK6,1
PRR7,0
RP11-1277A3.3,0
TMED9,0
B4GALT7,0
RP11-1277A3.1,0
RP11-423H2.1,0
RP11-1252I4.2,0
RP11-423H2.3,0
SUDS3P1,0
RP11-889L3.1,0
N4BP3,0
RMND5B,0
HNRNPAB,1
ZNF354B,0
ZNF879,0
ZNF354C,0
RUFY1,0
HMGB3P22,0
CANX,0
MAML1,1
LTC4S,1
SQSTM1,36
CTC-241N9.1,0
CTB-129O4.1,0
CNOT6,1
CTC-205M6.1,0
LINC00847,0
BTNL9,0
CTC-338M12.5,0
CTC-338M12.6,0
TRIM41,0
CTC-338M12.4,0
TRIM52-AS1,0
CCDC127,0
EXOC3-AS1,0
PP7080,0
SLC9A3,2
TPPP,0
ZDHHC11,0
BRD9,1
SLC12A7,1
CLPTM1L,8
LPCAT1,3
SDHAP3,0
RP11-43F13.1,0
MRPL36,0
IRX4,3
IRX2,1
MED10,0
NSUN2,2
C5orf49,0
FASTKD3,0
FAM173B,0
CMBL,16
CTD-2256P15.2,0
DAP,19
CTNND2,6
RP11-308B16.2,0
DNAH5,0
EEF1A1P13,0
ANKH,1
RBBP4P1,0
ZNF622,0
FAM134B,0
MYO10,1
FTH1P10,0
DROSHA,32
GOLPH3,9
MTMR12,0
ZFR,1
CTD-2203K17.1,0
SLC45A2,5
AMACR,331
C1QTNF3,1
RP11-1250I15.1,0
RP11-1023L17.1,0
CTD-2517O10.6,0
RAD1,8
PRLR,27
LMBRD2,0
NADK2,0
RANBP3L,1
C5orf42,0
CTD-2124B8.2,0
NUP155,0
LIFR,6
RICTOR,30
TTC33,0
PRKAA1,7
RPL37,0
OXCT1,1
SERBP1P6,0
SEPP1,11
CTD-2201E18.3,0
ANXA2R,0
HMGCS1,2
CCL28,0
C5orf28,0
C5orf34,0
EEF1A1P19,0
PAIP1,0
EMB,6
MOCS2,0
ARL15,0
CCNO,0
DHX29,0
PPAP2A,0
SLC38A9,0
IL6ST,11
RPL26P19,0
MIER3,0
PLK2,2
PDE4D,11
DEPDC1B,1
ELOVL7,3
ERCC8,1
GNL3LP1,0
SMIM15,0
DIMT1,0
CKS1BP3,0
ISCA1P1,0
SREK1IP1,0
CENPK,0
TRIM23,0
SGTB,0
MAST4-AS1,0
RP11-141O11.2,0
CTC-498J12.1,0
CTC-351M12.1,0
CCDC125,0
CFL1P5,0
AK6,0
TAF9,0
RP11-1415C14.4,0
RP11-1415C14.3,0
RP11-497H16.8,0
GTF2H2,0
RP11-195E2.1,0
GUSBP9,0
RP11-1198D22.1,0
RP11-136K7.2,0
RP11-136K7.3,0
MRPS27,0
FOXD1,1
RP11-79P5.9,0
ANKRA2,0
ENC1,0
GFM2,0
FAM169A,0
COL4A3BP,0
POC5,0
AC113404.1,0
HMGN2P4,0
ZBED3,0
WDR41,0
TBCA,3
AP3B1,0
SCAMP1-AS1,0
LHFPL2,0
ARSB,6
DMGDH,0
CTC-451P13.1,0
HOMER1,0
MTX3,0
SERINC5,0
CTC-512J14.5,0
CTD-2015H6.3,0
ANKRD34B,1
DHFR,11
CTC-325J23.2,0
CKMT2-AS1,0
CTD-2248H3.1,0
SSBP2,4
PPIAP11,0
RPS23,0
TMEM167A,0
CTD-2161E19.1,0
CTC-428H11.2,0
CCNH,9
TMEM161B,0
CETN3,1
MBLAC2,0
LYSMD3,0
ARRDC3,3
FAM172A,0
NPM1P27,0
MCTP1,0
TTC37,0
GLRX,3
ELL2,9
ERAP1,0
CTD-2260A17.2,0
RIOK2,1
RGMB-AS1,0
CHD1,43
CTD-2001C12.1,0
GIN1,0
NUDT12,0
EFNA5,2
FBXL17,0
LINC01023,0
PJA2,0
AC010468.1,0
STARD4,1
NREP,1
EPB41L4A,0
REEP5,0
TRIM36,5
PGGT1B,0
CCDC112,0
FEM1C,0
TICAM2,0
TMED7,0
CDO1,2
ATG12,8
CTD-2287O16.1,0
CTD-2287O16.5,0
SEMA6A,1
DTWD2,0
LOX,157
PPIC,0
CEP120,0
ZNF608,1
ALDH7A1,5
Mar-03,0
C5orf63,0
LINC01184,0
HINT1,1
RAPGEF6,0
FNIP1,0
P4HA2,0
AC034220.3,0
IRF1,8
KIF3A,1
Sep-08,0
SHROOM1,0
GDF9,3
AFF4,0
ZCCHC10,0
FSTL4,0
C5orf15,0
VDAC1,13
SKP1,15
PPP2CA,7
CDKL3,0
CDKN2AIPNL,0
SAR1B,0
MTND4P12,0
CTB-36O1.4,0
PITX1,2
H2AFY,2
AC009014.3,1
SPOCK1,7
HNRNPA0,1
RP11-381K20.2,0
FAM13B,0
NME5,1
BRD8,2
CDC23,0
CDC25C,64
ETF1,0
HSPA9,2
AC034243.1,0
SIL1,1
SPATA24,0
DNAJC18,0
TMEM173,1
LINC01024,0
PFDN1,0
HBEGF,17
CTC-329D1.2,0
SRA1,1
APBB3,0
NDUFA2,0
HARS,8
AC005609.18,0
TAF7,1
DIAPH1,5
HDAC3,27
FCHSD1,0
ARAP3,0
PCDH1,1
GNPDA1,0
SPRY4,6
SPRY4-IT1,4
NR3C1,11
YIPF5,0
PLAC8L1,0
LARS,79
DPYSL3,8
SPINK1,96
CSNK1A1,3
TIGD6,0
CD74,8
RPS14,1
RBM22,0
DCTN4,0
ZNF300,0
ZNF300P1,0
TNIP1,2
ANXA6,1
CCDC69,0
ATOX1,2
RPLP1P6,0
RP11-54C4.3,0
FAM114A2,0
FAXDC2,0
GEMIN5,0
MED7,0
CLINT1,0
RNF145,0
GAPDHP40,0
PWWP2A,0
ZBED8,0
SLU7,0
NUDCD2,0
CTC-535M15.1,0
CTB-178M22.2,0
PANK3,0
FBXW11,1
STK10,0
UBTD2,0
SH3PXD2B,0
CTB-79E8.3,0
DUSP1,16
STC2,1
BOD1,0
THOC3,0
KIAA1191,0
NOP16,0
CLTB,1
RNF44,0
GPRIN1,0
SNCB,0
UIMC1,0
RAB24,0
MXD3,0
LMAN2,1
F12,15
DBN1,0
PDLIM7,0
DOK3,1
DDX41,1
FAM193B,0
RP11-1277A3.2,0
NHP2,1
PHYKPL,0
CLK4,2
ZNF354A,0
AACSP1,0
RP11-281O15.7,0
HNRNPH1,1
MGAT4B,0
C5orf45,0
TBC1D9B,0
RNF130,0
MAPK9,2
FLT4,5
MGAT1,1
HEIH,1
ZFP62,0
GNB2L1,1
TRIM52,0
DUSP22,2
WRNIP1,0
LINC01011,0
NQO2,10
RIPK1,10
BPHL,0
PSMG4,0
FAM50B,0
PRPF4B,0
CDYL,0
RP11-428J1.5,0
FARS2,0
RREB1,4
RIOK1,0
DSP,9
SNRNP48,0
BMP6,28
RP11-314C16.1,0
TFAP2A-AS1,0
GCNT2,2
PAK1IP1,2
TMEM14C,0
TMEM14B,0
SMIM13,0
TMEM170B,0
RP11-456H18.2,0
HIVEP1,1
EDN1,4
RPL15P3,0
SIRT5,1
NOL7,0
CD83,23
JARID2,1
MYLIP,1
GMPR,0
RBM24,0
CAP2,2
FAM8A1,0
KDM1B,1
RNF144B,0
ID4,22
E2F3,29
CDKAL1,2
SOX4,22
MRS2,0
ALDH5A1,0
ACOT13,0
GMNN,1
PPIAP29,0
LRRC16A,0
SCGN,2
SLC17A4,0
TRIM38,0
U91328.19,0
HIST1H3A,0
HFE,11
HIST1H2AC,0
HIST1H1E,1
HIST1H2BD,1
HIST1H1PS1,0
HIST1H2BF,0
RP1-34B20.4,0
HIST1H4E,0
HIST1H2AE,0
HIST1H3E,0
HIST1H2BH,0
BTN3A2,0
BTN2A2,1
BTN3A1,0
BTN2A3P,0
BTN3A3,0
BTN2A1,0
HMGN4,0
ABT1,3
HIST1H2AG,0
PRSS16,0
ZNF391,0
HIST1H2AI,0
HIST1H3H,0
HIST1H4J,0
HIST1H2BN,0
HIST1H2BO,1
ZNF165,1
ZSCAN12P1,0
ZSCAN16,0
ZKSCAN8,0
ZSCAN9,0
ZSCAN26,0
PGBD1,0
ZKSCAN3,2
HCG15,0
HCG16,0
HLA-F,0
HLA-A,157
ZNRD1,0
PPP1R11,0
TRIM39,0
RPP21,0
RANP1,0
HLA-E,0
PRR3,0
ABCF1,0
MRPS18B,0
ATAT1,0
PTMAP1,0
C6orf136,0
TUBB,1
XXbac-BPG252P9.10,0
DDR1,12
GTF2H4,0
VARS2,0
TCF19,0
RPL3P2,0
MICA,17
NFKBIL1,0
PRRC2A,0
APOM,0
CSNK2B,1
LY6G5B,0
MSH5,3
SAPCD1,0
HSPA1A,5
HSPA1B,2
C6orf48,0
EHMT2-AS1,0
SKIV2L,0
STK19,0
PPT2,2
EGFL8,0
RNF5,0
HLA-DRA,0
HLA-DQA1,1
HLA-DQA2,0
PSMB9,1
HLA-Z,0
BRD2,11
BRD2-IT1,0
HLA-DPB1,1
SLC39A7,1
HSD17B8,0
RING1,5
HCG25,0
RPS18,0
B3GALT4,0
PFDN6,0
KIFC1,2
PHF1,0
SYNGAP1,0
ITPR3,1
CYCSP55,0
HMGA1,22
RP11-513I15.6,0
PACSIN1,0
RP11-140K17.3,0
RP3-375P9.2,0
SNRPC,0
UHRF1BP1,0
ANKS1A,0
ZNF76,0
DEF6,0
PPARD,3
FANCE,0
RPL10A,0
RP3-340B19.3,0
RP3-340B19.2,0
ARMC12,0
MAPK14,8
MAPK13,2
BRPF3,0
KCTD20,0
SRSF3,1
CDKN1A,406
C6orf89,0
COX6A1P2,0
PIM1,62
TBC1D22B,0
RNF8,1
CMTR1,0
ZFAND3,0
DNAH8,1
NFYA,0
ADCY10P1,0
FOXP4,8
MDFI,0
PRICKLE4,0
TOMM6,0
RP11-298J23.9,0
BYSL,1
TAF8,1
UBR2,0
GLTSCR1L,1
RPL7L1,0
CNPY3,0
RP3-475N16.1,0
GNMT,13
PPP2R5D,2
KLHDC3,0
RRP36,0
KLC4,0
PTK7,3
SRF,32
CUL9,0
ABCC10,3
TJAP1,0
POLR1C,0
POLH,0
MAD2L1BP,0
VEGFA,204
TMEM63B,0
SLC29A1,2
HSP90AB1,2
CDC5L,1
RUNX2,90
ENPP4,0
SLC25A27,0
CD2AP,2
CENPQ,0
EFHC1,0
TRAM2-AS1,0
RP1-152L7.5,0
TMEM14A,0
FBXO9,0
RP3-483K16.4,0
LRRC1,0
KIAA1586,0
ZNF451,1
BAG2,1
PRIM2,0
XXbac-BPG55C20.7,0
FKBP1C,0
PTP4A1,2
PHF3,0
FAM135A,0
SDHAF4,0
SMAP1,1
LYPLA1P3,0
OGFRL1,1
RIMS1,0
DDX43,0
MTO1,1
RP1-234P15.4,0
SENP6,1
MYO6,7
IRAK1BP1,0
HMGN3-AS1,0
SH3BGRL2,0
TTK,17
BCKDHB,0
RP11-250B2.6,0
DOPEY1,0
AL139333.1,0
RWDD2A,0
CYB5R4,0
ZNF292,1
SMIM8,0
C6orf165,0
SLC35A1,0
ORC3,0
PNRC1,0
PM20D2,0
ANKRD6,1
CASP8AP2,0
MANEA,12
UFL1,0
RP11-98I9.4,0
TSTD3,0
RP1-199J3.7,0
RP3-467N11.1,0
GRIK2,3
AIM1,5
